PREFERENCE,PROPERTY_TYPE,CITY,LOCALITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,MAX_PRICE,PRICE_SQFT,LISTING,AMENITIES
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,2,2,2,4,3,6,3,24,23000000,15251,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 49 Gurgaon,1,1,4,5,2,4,5,6,4,4,45000000,12500,R,"5,32,10,44,23,45,24,46,47,28,29,19,1,6,9,30,43,12,25,26,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 60 Gurgaon,1,1,4,6,3,4,5,1,31,39,44800000,17920,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,DLF Phase 4,1,1,3,4,3,4,2,2,11,22,23500000,13224,R,"2,20,21,44,23,45,46,29,1,6,9,30,33,12,25,26,3,31,102,103"
S,Independent/Builder Floor,Gurgaon,South City 2,1,1,3,3,2,1,8,1,1,4,19500000,11142,R,"5,32,21,44,23,45,24,46,29,19,1,6,9,40,41,42,12,25,26,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Malibu Town,1,1,3,3,2,1,3,1,4,4,20000000,12500,R,"5,32,23,24,6,29,19,25,26,101,102"
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,4,5,4,4,5,6,G,12,41000000,19523,R,"17,2,20,21,44,23,45,24,46,29,19,1,6,30,33,12,25,26,3,31,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 26 Gurgaon,1,1,4,5,2,4,5,6,3,4,39000000,16956,R,"5,32,10,44,23,45,24,47,6,9,30,43,25,26,3,103"
S,Residential Apartment,Gurgaon,DLF Phase 5,1,1,4,4,3,4,5,2,14,20,49980000,19223,R,"17,5,20,21,44,23,45,24,46,29,19,1,6,30,33,12,25,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 43 Gurgaon,1,1,3,3,3,4,5,2,8,14,13500000,10384,R,"32,17,5,20,21,44,23,45,24,46,29,30,39,19,1,6,9,40,41,25,26,31,33,12,3,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,3,3,3,4,5,2,9,14,21000000,12612,R,"17,2,5,20,21,44,23,45,24,29,19,1,6,9,30,33,12,25,26,3,31"
S,Independent/Builder Floor,Gurgaon,Gwal Pahari,1,1,3,2,2,4,0,5,3,5,6500000,4814,R,"44,23,24,29"
S,Residential Apartment,Gurgaon,Sector 52 Gurgaon,1,1,5,6,4,4,3,1,12,12,47500000,8962,R,"17,5,20,21,32,44,23,45,24,39,29,19,6,9,40,25,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 56 Gurgaon,1,1,2,2,2,4,4,2,3,10,8500000,7391,R,"17,5,20,21,32,44,23,29,19,6,9,40,25,26"
S,Independent/Builder Floor,Gurgaon,Sector 55 Gurgaon,1,1,4,4,2,4,3,1,4,4,20000000,66666,R,"32,21,44,24,6,39,19,9,40,25,26,101,103"
S,Residential Apartment,Gurgaon,Sector 56 Gurgaon,1,1,3,2,2,4,3,1,6,9,14000000,9032,R,"17,5,20,21,32,44,23,45,24,39,29,19,1,6,9,33,12,25,26,3,31"
S,Residential Apartment,Gurgaon,Sector 56 Gurgaon,1,1,2,2,2,4,3,2,6,9,9300000,8899,R,"5,17,20,21,23,24,6,19"
S,Residential Apartment,Gurgaon,Sector 57 Gurgaon,1,1,3,3,4,4,4,1,9,18,23500000,10248,R,"17,5,20,21,32,44,23,45,24,29,19,1,6,9,40,33,12,25,26,3,31,103"
S,Independent House/Villa,Gurgaon,Sushant Lok Phase 3,1,1,5,6,4,4,4,2,,2,75000000,250000,R,"8,24,6,19,25,26,103"
S,Residential Apartment,Gurgaon,Sector 56 Gurgaon,1,1,3,3,4,4,4,2,1,9,15500000,6739,R,"17,5,20,21,32,44,23,24,29,19,6,9,40,33,25,26,31"
S,Residential Apartment,Gurgaon,Sector 56 Gurgaon,1,1,3,3,4,4,4,2,6,9,13000000,7027,R,"17,5,20,21,32,44,23,24,29,19,6,9,40,33,25,26,103"
S,Residential Apartment,Gurgaon,Sector 51 Gurgaon,1,1,4,4,4,4,1,2,10,12,20050000,6913,R,"17,5,20,21,32,44,23,24,29,19,6,9,40,12,25,26"
S,Residential Apartment,Gurgaon,Sector 51 Gurgaon,1,1,4,4,4,4,1,2,1,13,23000000,6670,R,"17,5,20,21,32,44,23,24,29,19,6,9,40,33,12,25,26"
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,3,2,2,4,4,2,G,2,9500000,48223,R,"32,23,24,6,19,25,26,101"
S,Residential Apartment,Gurgaon,Gwal Pahari,1,1,3,3,1,4,0,5,4,4,6500000,4814,R,"17,21,44,23,45,24,6,29,19,12"
S,Residential Apartment,Gurgaon,Gwal Pahari,1,1,3,3,1,4,0,5,4,4,6600000,4888,R,"5,17,21,44,23,45,24,6,29,19,12"
S,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 1,1,1,4,4,2,4,4,1,1,4,26500000,9465,R,"32,21,44,23,45,24,6,40,25,26,103"
S,Independent House/Villa,Gurgaon,Sushant Lok Phase 2,1,1,6,3,4,4,2,1,,4,13000000,24074,R,"5,23,24,6,25,26,102"
S,Residential Apartment,Gurgaon,Sector 56 Gurgaon,1,1,3,3,4,4,2,2,4,8,17500000,8578,R,"17,5,20,21,32,44,23,29,19,6,9,40,12,25,26"
S,Residential Apartment,Gurgaon,Sector 56 Gurgaon,1,1,3,3,2,4,0,5,4,4,6900000,5111,R,"17,21,44,23,45,24,29,12,3"
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,2,2,3,4,5,1,8,18,11500000,7765,R,"17,5,20,21,10,44,23,24,47,39,19,1,6,9,40,30,41,43,33,12,25,26,3,31,101,102"
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,3,3,2,4,1,1,17,30,56000000,18512,P,"21,1,6,9,41,42,43,12,3,101,102"
S,Independent/Builder Floor,Gurgaon,Sector 49 Gurgaon,1,1,3,4,4,4,1,6,4,4,30000000,100000,P,"6,9,41,42,43,101,102"
S,Independent/Builder Floor,Gurgaon,"Block F, Sushant Lok Phase - 2",1,1,3,3,2,4,5,2,G,3,15500000,51666,R,"3,22,32,91,92,61,01,100"
S,Residential Apartment,Gurgaon,Sector 76 Gurgaon,1,1,2,2,3,4,3,6,9,14,4950000,87071,R,"17,2,5,20,21,44,23,45,24,46,47,29,19,1,6,30,33,12,25,26,3,31,101,102"
S,Residential Apartment,Gurgaon,Sohna,1,1,2,2,2,2,3,6,9,10,3600000,5901,R,"17,5,20,21,44,23,45,24,46,47,29,19,6,9,30,33,12,25,26,3,31,101,102"
S,Residential Apartment,Gurgaon,Sector 77 Gurgaon,1,1,4,4,4,4,3,1,5,13,17000000,9988,P,"17,20,21,44,23,45,24,46,47,29,19,1,6,30,33,12,25,26,3,31"
S,Independent/Builder Floor,Gurgaon,Sector 95 Gurgaon,1,1,3,2,3,4,3,5,2,3,10400000,6833,R,"32,17,5,8,20,21,44,23,45,24,47,29,30,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 37D Gurgaon,1,1,3,3,2,4,3,1,6,19,14000000,7506,R,"17,5,20,21,24,28,29,19,1,6,43,12,3,101"
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,4,4,3,2,1,5,L,33,53000000,20000,R,"20,21,32,1,6,19,40,41,43,12,3,26,101,102"
S,Residential Apartment,Gurgaon,Sector 53 Gurgaon,1,1,4,4,3,2,3,5,5,33,49138000,22000,R,"5,21,1,30,43,33,12,3,26,103"
S,Independent/Builder Floor,Gurgaon,Sector 63 Gurgaon,1,1,3,3,2,4,5,5,1,1,21000000,13125,R,"5,17,8,21,23,6,28,19,9,43,103"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,3,4,4,2,5,1,8,51,31900000,13009,R,"2,20,21,1,6,40,41,33,12,3,101"
S,Residential Apartment,Gurgaon,Sector 63A Gurgaon,1,1,3,3,3,4,5,5,2,4,35000000,19444,R,"17,20,21,10,28,19,1,6,9,40,30,43,12,26,3,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,3,5,1,2,2,2,16,40,60000000,26086,R,"17,8,20,21,10,23,28,19,1,6,9,40,30,43,33,12,3"
S,Residential Apartment,Gurgaon,Sector 63A Gurgaon,1,1,3,3,3,4,2,5,2,4,23500000,21363,R,"17,8,21,23,28,19,1,6,40,30,41,43,33,12,26,3,103"
S,Residential Apartment,Gurgaon,Sector 63 Gurgaon,1,1,3,4,3,4,7,1,8,19,25000000,20833,R,"17,21,23,28,19,1,6,9,40,30,41,33,12,26,3,103"
S,Residential Apartment,Gurgaon,Sector 92 Gurgaon,1,1,3,3,3,4,7,5,2,4,13500000,11250,R,"17,5,8,21,10,23,28,1,6,40,30,41,43,33,12,3,103"
S,Residential Apartment,Gurgaon,Sector 63 Gurgaon,1,1,3,3,3,4,5,5,2,4,25500000,18888,R,"17,5,21,10,23,28,19,1,6,40,30,43,12,3,103"
S,Residential Apartment,Gurgaon,Sector 70 Gurgaon,1,1,3,3,2,4,5,5,11,18,16500000,8461,R,"17,2,5,20,21,23,28,19,1,6,40,30,41,43,33,12,3,31,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,4,4,4,4,2,1,23,40,100000000,20226,R,"20,21,23,1,6,9,40,30,41,43,33,12,3,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,5,5,4,4,3,1,24,40,220000000,19122,R,"2,20,21,32,23,1,6,9,40,30,41,43,33,12,26,3"
S,Residential Apartment,Gurgaon,Sector 54 Gurgaon,1,2,4,6,2,4,3,1,4,18,70000000,22151,R,"17,5,20,21,10,23,24,28,29,19,1,6,9,30,33,12,25,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,2,3,3,3,4,3,6,1,21,32500000,20312,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sushant Lok Phase 1,1,1,5,6,4,4,3,1,19,20,110000000,16923,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Independent House/Villa,Gurgaon,Sushant Lok Phase 1,1,1,5,6,4,4,3,6,,3,110000000,314285,R,"10,32,17,5,8,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,102,103"
S,Residential Apartment,Gurgaon,DLF Phase 3,1,1,5,5,4,4,5,6,11,11,230000000,20909,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,103"
S,Residential Apartment,Gurgaon,Sector 28 Gurgaon,1,1,5,7,4,4,3,1,10,10,95000000,12025,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 47 Gurgaon,1,1,4,6,3,4,4,6,11,18,67000000,15343,R,"17,5,20,21,10,32,23,24,28,29,19,1,6,9,30,33,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 47 Gurgaon,1,1,3,5,3,4,4,1,2,18,42000000,15384,R,"5,21,10,23,1,6,29,19,9,40,30,12,103"
S,Residential Apartment,Gurgaon,DLF Phase 3,1,1,5,7,4,4,5,6,1,11,120000000,15000,R,"5,21,10,23,1,6,29,19,9,40,30,12,101,102,103"
S,Residential Apartment,Gurgaon,Sector 42 Gurgaon,1,1,5,6,4,0,3,6,13,13,95000000,12084,R,"17,5,8,20,21,10,32,23,24,28,29,19,1,6,9,30,33,12,25,26,3,31"
S,Residential Apartment,Gurgaon,DLF Phase 3,1,1,4,7,3,4,5,6,5,12,110000000,12858,R,"17,5,8,20,21,10,32,23,24,28,29,19,1,6,9,30,33,12,25,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 50 Gurgaon,1,1,5,8,4,4,3,6,12,18,120000000,13333,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,3,4,3,4,6,1,20,21,32500000,16250,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 50 Gurgaon,1,1,5,6,4,4,5,1,16,18,75000000,7254,R,"17,5,8,20,21,10,32,23,24,28,19,1,6,9,30,33,12,25,26,3,103"
S,Residential Apartment,Gurgaon,Sector 50 Gurgaon,1,1,3,4,2,4,5,6,7,18,45000000,11658,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 28 Gurgaon,1,1,4,4,3,4,5,1,5,8,80000000,20512,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 47 Gurgaon,1,1,5,6,4,4,3,6,18,18,70000000,12068,R,"5,17,20,21,23,1,24,6,19,33,12,3,103"
S,Residential Apartment,Gurgaon,Sector 50 Gurgaon,1,1,5,8,4,4,1,6,15,15,85000000,7083,R,"17,5,8,20,21,10,32,23,24,28,29,19,1,6,9,30,33,12,25,26,3,31,103"
S,Residential Apartment,Gurgaon,MG Road,1,1,4,4,4,4,5,6,7,14,65000000,20634,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 28 Gurgaon,1,1,5,6,4,4,5,1,7,7,85000000,9493,R,"17,5,8,20,21,10,32,23,24,28,29,19,1,6,9,30,33,12,25,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 50 Gurgaon,1,1,4,6,4,4,3,6,15,17,75000000,6888,R,"17,5,8,20,21,10,23,24,28,19,1,6,9,30,33,12,25,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 47 Gurgaon,1,1,5,7,4,4,3,1,18,18,80000000,13333,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 30 Gurgaon,1,1,5,6,4,4,3,1,29,29,115000000,17692,R,"32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sushant Lok Phase 1,1,1,5,5,4,4,3,6,20,20,105000000,21000,R,"32,10,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Independent House/Villa,Gurgaon,Sushant Lok Phase 1,1,1,4,5,4,4,3,1,,2,110000000,21153,R,"10,32,17,5,8,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,3,4,3,4,1,6,17,21,32500000,18055,R,"10,32,17,5,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,3,4,4,4,4,6,18,40,50000000,12761,R,"17,5,8,20,21,10,32,23,24,28,29,19,1,6,9,30,33,12,25,26,3,31,103"
S,Residential Apartment,Gurgaon,Sushant Lok Phase 1,1,1,3,3,2,4,3,2,5,20,70000000,21212,R,"17,5,8,20,21,10,32,23,24,28,19,1,6,9,30,33,12,25,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,3,5,3,4,5,6,15,21,35000000,14450,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 47 Gurgaon,1,1,3,4,3,4,5,6,10,18,42500000,17206,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 110 Gurgaon,1,1,4,5,3,4,5,1,12,15,36000000,10588,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,40,41,42,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,2,2,2,4,5,1,12,26,10500000,10892,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,2,2,2,4,5,5,5,35,12250000,17913,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,2,2,2,4,5,5,9,35,12200000,17840,R,"10,32,17,5,8,20,21,44,23,24,29,30,39,19,1,6,9,40,41,42,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,2,2,2,4,5,5,4,35,12100000,17694,R,"17,5,8,20,21,10,32,44,23,45,24,39,29,19,6,40,30,101,102"
S,Independent/Builder Floor,Gurgaon,DLF Phase 3,1,1,4,4,4,4,1,6,G,2,60000000,119521,R,"5,20,21,44,23,45,24,46,47,29,19,6,40,41,42,25,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 51 Gurgaon,1,1,3,2,2,1,3,2,2,3,31625000,115000,R,"23,6"
S,Independent House/Villa,Gurgaon,DLF Phase 3,1,1,5,6,4,4,1,1,,2,115000000,25555,R,"5,8,23,24,46,47,39,19,1,6,41,42,43,12,25,3,101,102,103"
S,Independent House/Villa,Gurgaon,DLF Phase 3,1,1,4,4,4,4,3,2,,2,65000000,205696,R,"5,44,23,45,24,46,47,39,19,1,6,40,41,42,43,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 47 Gurgaon,1,1,4,4,4,4,1,1,6,19,29200000,12086,R,"17,2,5,20,21,44,23,45,24,46,47,29,30,19,1,6,9,40,41,42,43,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,3,5,4,4,1,1,11,17,55000000,16666,R,"17,2,5,20,21,44,23,45,24,46,47,39,19,1,6,40,41,42,43,33,12,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,4,6,3,4,3,1,15,30,77000000,21241,R,"17,5,20,21,10,44,23,45,24,46,47,39,29,19,1,6,40,41,42,43,33,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,1,4,4,2,4,1,6,2,4,57500000,16428,R,"5,32,10,21,44,23,45,24,46,47,19,9,30,43,25,26,101,102,103"
S,Residential Apartment,Gurgaon,Sector 49 Gurgaon,1,1,3,2,3,4,4,2,3,7,20000000,16666,R,"17,5,20,21,23,24,47,29,19,1,6,40,41,42,43,33,12,3,101,102"
S,Independent House/Villa,Gurgaon,Nirvana Country,1,1,4,4,4,4,4,2,,1,100000000,277777,R,"5,8,23,46,47,29,19,1,6,40,41,42,43,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 68 Gurgaon,1,1,3,2,3,4,1,6,3,35,13500000,9310,R,"17,2,5,20,21,23,24,47,39,29,19,1,6,9,40,30,43,33,12,26,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,4,4,4,4,1,1,7,14,28500000,11994,R,"17,2,5,20,21,44,23,45,24,46,47,29,19,1,6,9,41,42,43,33,12,26,3,101,102,103"
S,Independent House/Villa,Gurgaon,Nirvana Country,1,1,3,2,0,4,1,2,,1,70000000,350000,R,"5,8,23,46,47,29,19,1,6,40,41,42,43,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,5,8,4,4,3,1,19,40,190770000,15000,R,"17,2,5,20,21,44,23,45,24,46,47,29,19,1,6,9,40,30,41,43,33,12,3,102,103"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,4,4,4,4,1,1,7,21,55000000,16835,R,"17,2,5,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,3,4,3,4,1,1,7,21,36000000,15267,R,"17,2,5,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 72 Gurgaon,1,1,4,5,3,4,3,1,16,40,60000000,18181,R,"17,2,5,20,21,44,23,45,24,46,47,39,29,19,1,6,40,41,42,43,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Nirvana Country,1,1,3,4,2,4,3,2,7,19,25000000,11904,R,"32,17,2,5,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,26,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,3,4,4,4,3,1,17,42,53000000,21208,R,"32,17,2,5,8,20,21,44,23,45,24,46,47,29,39,19,1,6,40,41,42,43,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Nirvana Country,1,1,3,4,2,4,3,1,7,19,25500000,12160,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,4,4,4,4,1,1,7,14,27500000,11772,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,4,4,4,4,1,1,4,4,40000000,8853,R,"21,47,6,39,19,40,41,42,43"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,3,3,3,4,1,1,4,4,19500000,10620,R,"21,47,6,39,40,41,42,43"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,4,4,4,4,1,1,3,4,47500000,10555,R,"21,47,19,40,41,42,43"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,4,4,4,4,1,1,3,4,31000000,9567,R,"47,39,19,40,41,42,43"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,4,4,3,4,1,1,3,4,28500000,9595,R,"21,47,19,40,42,43,25"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,3,3,3,4,1,1,3,4,28000000,12444,R,"21,47,39,19,40,41,42,43,25,26"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,3,3,3,4,1,1,3,4,18000000,8333,R,"21,47,19,40,41,42,43"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,4,4,4,4,1,1,3,4,36500000,8078,R,"21,47,19,41,42,43,25"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,4,4,4,4,1,1,3,4,26000000,8024,R,"32,47,6,19,40,41,42,43,25"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,4,4,4,4,1,1,3,4,22000000,7735,R,"5,21,47,39,19,40,41,42,43,25,26"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,4,4,4,4,1,1,3,4,23000000,8518,R,"21,40,41,42,43"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,4,4,4,4,1,1,3,4,36000000,7968,R,"21,47,19,41,42,43,25"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,4,4,4,4,1,1,1,4,26000000,8447,R,"21,47,19,40,41,42,43"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,3,3,3,4,1,1,3,4,22500000,9259,R,"8,21,47,19,40,41,42,43,25"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,3,3,3,4,1,1,2,4,17500000,9531,R,"21,6,40,41,42,25"
S,Independent/Builder Floor,Gurgaon,Sector 23A Gurgaon,1,1,3,3,3,4,1,1,2,4,19000000,7818,R,"5,47,6,19,40,41,42,43"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,4,4,4,4,1,1,2,4,35000000,7777,R,"21,47,6,19,40,41,42,43,25,26"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,4,4,4,4,1,1,2,4,32500000,9027,R,"5,32,21,47,40,41,43"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,4,4,4,4,1,1,2,4,25000000,8122,R,"5,32,21,24,47,19,40,41,42,43,26"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,4,4,4,4,1,1,2,4,19500000,7222,R,"5,21,47,39,19,40,41,42,43,25"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,3,3,3,4,1,1,2,4,17000000,6995,R,"5,32,10,21,47,19,40,41,42,43,25"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,4,4,3,4,1,1,3,4,20000000,7407,R,"5,21,24,47,39,40,42,43,25"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,4,4,3,4,1,1,2,4,24000000,7797,R,"5,21,47,39,19,40,41,42,43,25,26"
S,Residential Apartment,Gurgaon,Sector 85 Gurgaon,1,1,2,2,2,2,1,5,12,32,14000000,9722,R,"32,17,8,20,21,44,23,45,24,46,28,29,30,19,1,6,40,41,42,43,25,26,31,33,12,3"
S,Residential Apartment,Gurgaon,Sector 79 Gurgaon,1,1,3,3,3,2,3,1,15,15,16000000,158525,R,"10,17,8,20,21,44,23,45,24,46,29,30,19,1,6,9,40,41,42,43,25,26,31,12,3"
S,Residential Apartment,Gurgaon,Sector 79 Gurgaon,1,1,2,2,2,2,1,1,13,15,13500000,192857,R,"17,20,21,10,44,23,24,47,39,19,1,6,9,40,41,42,12,25,26,3"
S,Residential Apartment,Gurgaon,Sector 79 Gurgaon,1,1,3,3,3,2,1,1,10,14,19000000,8399,R,"17,2,5,20,21,23,47,39,19,1,6,40,41,42,12,25,26,3"
S,Residential Apartment,Gurgaon,Sector 79 Gurgaon,1,1,2,2,3,2,1,1,12,15,14000000,8905,R,"17,2,20,21,44,23,47,39,1,6,40,41,42,43,12,25,26,3"
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,2,2,3,2,5,5,12,19,17500000,12500,R,"10,17,2,5,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102"
S,Independent/Builder Floor,Gurgaon,South City 2,1,1,4,4,3,4,1,1,1,4,40000000,8888,R,"5,21,47,6,40,41,42,43"
S,Independent/Builder Floor,Gurgaon,Malibu Town,1,1,3,3,3,4,1,1,G,4,19000000,10555,R,"21,47,6,40,41,42,43"
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,2,2,2,2,5,5,10,20,10500000,11475,R,"10,17,5,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102"
