PREFERENCE,PROPERTY_TYPE,CITY,LOCALITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,MAX_PRICE,PRICE_SQFT,LISTING,AMENITIES
S,Residential Apartment,Gurgaon,Sector 108 Gurgaon,1,1,2,2,2,2,7,5,15,24,24000000,17378,R,"10,32,17,2,5,8,20,21,44,23,24,47,19,1,6,9,40,41,42,25,26,31,33,12,3,101,102"
S,Independent/Builder Floor,Gurgaon,Malibu Town,1,1,3,3,2,4,5,6,1,4,23500000,12368,R,"5,32,10,44,23,45,24,46,47,28,29,19,1,6,9,30,43,12,25,26,3,101,102"
S,Independent/Builder Floor,Gurgaon,Sector 63 Gurgaon,1,1,4,4,2,4,3,1,1,4,21500567,10750,R,"32,10,17,5,8,20,21,44,23,45,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 63A Gurgaon,1,1,3,3,2,4,5,1,4,4,18899999,10499,R,"32,10,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 63A Gurgaon,1,1,3,3,2,4,4,1,1,4,18900985,10500,R,"32,10,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 63A Gurgaon,1,1,3,3,2,4,2,1,2,4,18888880,10210,R,"32,10,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 102 Gurgaon,,0,2,2,1,4,5,1,6,12,15200,29,R,"5,17,20,21,23,24,6,19,101,102"
S,Residential Land,Gurgaon,Sohna,1,1,,0,,0,1,0,,4,11500000,91200,R,"23,26"
S,Independent/Builder Floor,Gurgaon,Uppals Southend,1,1,3,3,2,4,5,2,1,3,14300000,45980,R,"5,32,44,23,45,24,46,47,28,29,19,6,30,43,12,25,26,3"
R,Residential Apartment,Gurgaon,Sector 85 Gurgaon,,0,2,2,3,4,5,6,6,26,35000,21,R,"51,72,02,12,32,46,19,100"
R,Residential Apartment,Gurgaon,Sector 37D Gurgaon,,0,2,2,3,4,3,1,14,19,19300,13,R,"17,2,5,20,21,44,23,45,24,46,47,29,19,1,6,30,33,12,25,26,3,101,102"
R,Residential Apartment,Gurgaon,Sector 37D Gurgaon,,0,3,3,3,4,3,1,16,22,29400,16,R,"17,2,5,20,21,44,23,45,24,46,47,29,19,1,6,30,33,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,3,4,4,4,5,1,9,11,10700000,7229,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,2,2,3,1,3,1,7,14,10500000,11326,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,4,5,4,4,5,1,7,11,14500000,5494,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 90 Gurgaon,1,1,3,3,3,4,3,1,7,29,14000000,8000,R,"17,2,5,20,21,23,24,19,1,6,12,26,3,103"
S,Residential Land,Gurgaon,Sector-35 Sohna,1,1,,0,,0,3,0,,4,9080000,70937,R,23
S,Residential Apartment,Gurgaon,Sector 68 Gurgaon,1,1,3,4,4,4,6,6,8,35,18600000,9304,R,"32,10,17,2,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,103"
S,Independent House/Villa,Gurgaon,Sector 48 Gurgaon,1,1,4,5,4,4,1,6,,2,80000000,222222,R,"17,5,8,32,44,23,24,46,47,39,29,19,1,6,9,40,30,41,42,43,12,25,26,3,101,102,103"
S,Independent House/Villa,Gurgaon,Nirvana Country,1,1,4,4,2,4,4,2,,2,107000000,297222,R,"5,8,44,23,45,24,46,47,28,19,1,6,30,43,12,25,26,3,103"
S,Residential Land,Gurgaon,Sector-35 Sohna,1,1,,0,,0,7,0,,4,11800000,69642,R,"5,23,24,26"
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,2,2,3,4,0,5,8,26,13500000,11111,R,"1,33,12,3,103"
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,2,2,2,4,5,6,6,26,13700000,11275,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,3,3,4,4,5,1,7,14,18000000,10227,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,3,3,4,1,3,1,1,14,13900000,9520,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 48 Gurgaon,1,1,4,4,2,4,8,6,G,4,26000000,9629,R,"5,23,24,6,29,25,26,101,102,103"
S,Residential Apartment,Gurgaon,DLF Phase 2,1,1,4,4,2,2,3,2,19,19,23800000,10216,R,"17,5,20,21,23,24,19,1,6,9,12,26,3,103"
R,Residential Apartment,Gurgaon,Sector 62 Gurgaon,,0,3,3,4,4,5,1,4,27,110000,46,R,"17,2,21,44,23,45,24,46,1,6,33,12,25,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,2,2,2,4,3,1,4,20,17000000,14166,R,"17,2,21,44,23,45,46,19,1,6,33,12,25,3,31,101,102,103"
R,Residential Apartment,Gurgaon,Sector 66 Gurgaon,,0,3,3,2,4,5,1,15,17,68000,30,R,"2,20,21,44,23,45,46,29,1,6,9,33,12,25,3,31,101,102,103"
R,Residential Apartment,Gurgaon,Sector 66 Gurgaon,,0,3,3,2,4,7,1,5,17,65000,33,R,"2,20,21,44,23,45,46,29,1,6,9,30,33,12,25,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,3,3,2,4,5,1,11,17,33000000,15000,R,"2,20,21,44,23,45,46,29,1,6,9,33,12,25,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,3,3,2,4,5,1,1,17,32000000,16410,R,"2,20,21,44,23,45,46,29,1,6,9,30,33,12,25,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,3,3,1,4,6,1,5,21,33000000,16121,R,"2,5,20,21,44,23,45,46,1,6,9,30,33,12,25,3,31,101,102,103"
R,Residential Apartment,Gurgaon,Sector 62 Gurgaon,,0,3,3,2,4,6,6,3,32,90000,36,R,"17,21,44,23,45,46,19,1,6,30,33,12,25,3,31,101,102,103"
R,Residential Apartment,Gurgaon,Sector 62 Gurgaon,,0,2,2,2,4,5,6,4,32,60000,39,R,"17,21,44,23,45,46,19,1,6,33,12,25,3,31,101,102,103"
R,Independent House/Villa,Gurgaon,Sushant Lok Phase 1,,0,3,3,2,4,5,6,,3,65000,234,R,"24,6,19,25,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 37D Gurgaon,1,1,3,3,3,4,1,5,3,4,14600000,10138,R,"5,32,21,44,23,24,46,47,29,19,1,6,9,30,43,12,25,26,3,101,102,103"
S,Residential Land,Gurgaon,Sector 88A Gurgaon,1,1,,0,,0,5,0,,3,36000000,143426,R,"23,24,26"
S,Residential Land,Gurgaon,Sector 99A Gurgaon,1,1,,0,,0,3,0,,4,17880000,143040,R,"23,24,26"
S,Independent/Builder Floor,Gurgaon,Malibu Town,1,1,3,3,2,4,5,2,1,3,14000000,8000,R,"23,45,24,47,6,9,43,25,26,102"
R,Residential Apartment,Gurgaon,Sector 66 Gurgaon,,0,2,2,2,4,1,1,11,20,50000,41,R,"21,10,44,23,1,46,6,12,3,25,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,2,2,2,4,8,1,12,20,17555555,14789,R,"21,44,23,45,1,46,6,39,19,12,3,31,101,102,103"
R,Residential Apartment,Gurgaon,Sector 66 Gurgaon,,0,3,3,3,4,4,1,4,17,72000,36,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 68 Gurgaon,1,1,3,2,3,4,3,6,1,35,20000000,16000,R,"32,10,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector-33 Sohna,,0,3,3,4,4,5,6,4,14,45000,25,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector-33 Sohna,,0,4,4,4,4,5,6,8,11,58000,22,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 48 Gurgaon,,0,3,4,4,4,5,1,10,16,86000,33,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
R,Independent House/Villa,Gurgaon,Nirvana Country,,0,5,5,4,4,5,2,,2,150000,60,R,"10,32,17,5,8,44,23,45,24,46,47,28,29,30,39,19,1,9,40,41,42,43,25,26,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 66 Gurgaon,,0,3,2,2,4,5,1,5,17,70000,31,R,"2,20,21,44,23,46,39,29,1,6,9,33,12,26,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 66 Gurgaon,,0,3,3,2,4,7,1,1,17,67000,34,R,"20,21,44,23,46,29,1,6,9,30,33,12,26,3,101,102,103"
S,Residential Land,Gurgaon,Sector 99A Gurgaon,1,1,,0,,0,3,0,,3,15645000,125160,R,"5,23,24,26"
R,Residential Apartment,Gurgaon,Rosewood,,0,5,5,4,4,5,6,3,4,95000,20,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Independent House/Villa,Gurgaon,Sector 50 Gurgaon,1,1,3,2,2,4,6,3,,3,13000000,11304,R,"23,24,47,6,19,43,26"
S,Independent/Builder Floor,Gurgaon,Uppals Southend,1,1,3,3,2,4,4,2,2,2,11000000,5684,R,"17,5,8,20,32,44,23,45,24,46,47,39,28,29,19,6,9,40,41,42,43,12,25,26,102"
R,Independent House/Villa,Gurgaon,Sector 48 Gurgaon,,0,4,5,4,4,1,2,,3,160000,444,R,"8,44,23,1,46,6,19,3,26,103"
R,Independent House/Villa,Gurgaon,Sector 48 Gurgaon,,0,3,4,4,4,2,2,,2,130000,451,R,"8,44,23,1,46,6,19,9,43,26,103"
R,Residential Apartment,Gurgaon,Sector 66 Gurgaon,,0,4,4,2,4,1,1,1,17,90000,34,R,"17,2,21,32,44,23,29,1,6,9,33,12,25,26,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 66 Gurgaon,,0,3,3,2,4,2,1,11,17,75000,35,R,"2,20,21,10,44,23,46,29,1,6,9,33,12,26,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 66 Gurgaon,,0,3,3,2,4,4,1,6,17,70000,33,R,"20,21,32,23,45,46,29,1,6,9,33,12,26,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 66 Gurgaon,,0,3,3,2,4,1,1,3,17,65000,33,R,"20,21,23,45,29,1,6,9,33,12,25,26,3,103"
S,Residential Apartment,Gurgaon,Sector 36A Gurgaon,1,1,3,3,4,4,1,5,10,34,32500000,12805,R,"20,21,44,1,6,29,30,12,3,26,31,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,3,3,3,4,5,1,5,40,64500000,22180,R,"17,2,5,20,21,23,24,46,47,28,1,6,9,30,43,33,12,25,26,3,31,101,102,103"
S,Residential Land,Gurgaon,Sector 88 Gurgaon,1,1,,0,,0,5,0,,3,21600000,120000,R,"23,24,26"
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,3,3,4,0,5,2,9,23,25200000,13884,R,"17,2,5,20,21,44,23,45,24,47,29,19,1,6,30,33,12,25,26,3,31,102"
S,Residential Land,Gurgaon,Sector 89 Gurgaon,1,1,,0,,0,5,0,,4,0,0,R,"23,24,26"
S,Residential Land,Gurgaon,Sector 67 Gurgaon,1,1,,0,,0,4,0,,3,70500000,167857,R,"23,26"
R,Residential Apartment,Gurgaon,Sector 102 Gurgaon,,0,3,3,3,4,5,6,3,26,35000,20,R,"5,17,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,3,3,2,2,5,5,48,48,26082000,13506,R,"17,5,20,21,23,24,19,1,6,9,42,12,3,31"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,2,2,2,2,5,5,38,48,19170000,13500,R,"5,17,21,23,1,24,6,19,9,42,12,3"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,2,2,2,2,5,5,28,48,19170000,13500,R,"5,17,20,21,23,1,6,19,9,42,12,3"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,2,2,2,2,5,5,38,48,19345500,13623,R,"17,5,20,21,23,24,19,1,6,42,12,3,31"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,2,2,2,2,5,5,28,48,19345500,13623,R,"17,20,21,23,1,24,6,19,9,12,3,31"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,2,2,2,2,5,5,36,38,20466000,14114,R,"17,20,21,23,24,19,1,6,9,41,12,25,26,3,31"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,2,2,2,2,5,5,37,38,17077500,13542,R,"17,5,20,21,23,24,19,1,6,9,41,30,12,26,3,31"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,2,2,2,2,5,5,7,38,17077500,13500,R,"2,20,21,23,24,19,1,6,9,30,41,12,26,3,31"
R,Residential Apartment,Gurgaon,DLF Phase 5,,0,3,3,2,1,3,2,1,14,70000,51,R,"5,17,20,21,23,24,6,19,101,102,103"
R,Residential Apartment,Gurgaon,Sector 48 Gurgaon,,0,3,3,2,1,0,2,6,17,145000,77,R,"20,21,1,6,33,12,3,26"
S,Residential Land,Gurgaon,Nirvana Country,1,1,,0,,0,5,0,,4,82500000,343750,R,"5,23,26"
S,Residential Apartment,Gurgaon,Sector 110 A Gurgaon,1,1,4,4,3,4,0,1,14,17,23500000,9791,R,"5,17,20,21,23,1,24,6,19,12,3"
S,Residential Land,Gurgaon,machroli,1,1,,0,,0,5,0,,4,210000000,20000000,R,"5,24,26"
S,Residential Apartment,Gurgaon,Sector 37C Gurgaon,1,1,2,2,3,4,3,6,G,7,5600000,5600,R,"17,2,20,21,44,23,24,46,19,1,6,9,30,33,12,25,26,3,31,101,102"
S,Independent/Builder Floor,Gurgaon,Sector 51 Gurgaon,1,1,3,4,3,4,5,2,2,2,15500000,10163,R,"17,5,8,20,44,23,45,24,47,19,6,40,30,41,42,43,12,25,26,3,102"
S,Residential Apartment,Gurgaon,Sector 63 Gurgaon,1,1,4,4,4,4,5,5,2,4,55000000,26328,R,"17,2,5,8,21,10,23,19,1,6,40,41,42,12,3"
S,Residential Apartment,Gurgaon,Sector 63 Gurgaon,1,1,4,4,4,4,5,5,2,4,39000000,26280,R,"17,2,5,8,21,10,23,19,1,6,40,41,42,12,3"
S,Residential Apartment,Gurgaon,Sector 63 Gurgaon,1,1,4,4,4,4,5,5,2,4,37400000,26319,R,"2,5,8,21,10,23,24,19,1,6,40,30,12,26,3"
S,Residential Apartment,Gurgaon,Sector 63 Gurgaon,1,1,4,4,4,4,5,5,4,4,38800000,28383,R,"17,2,5,8,21,10,23,19,1,6,40,43,12,3"
S,Independent House/Villa,Gurgaon,Sector 81 Gurgaon,1,1,4,5,4,4,0,1,,3,45000000,163636,R,"5,8,23,24,6,19,25,26,103"
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,3,4,3,4,5,2,5,17,36000000,16363,R,"17,2,5,20,21,44,23,24,46,47,28,29,30,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 50 Gurgaon,1,1,4,4,3,4,5,6,3,4,32400000,10285,R,"21,23,6,19,40,41,42,101,102"
S,Residential Apartment,Gurgaon,Sector 31 Gurgaon,1,1,4,6,4,4,5,2,5,11,50100000,17023,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,3,3,2,4,5,6,3,4,21800000,8865,R,"32,21,39,29,19,40"
R,Independent/Builder Floor,Gurgaon,Palam Vihar,,0,4,4,2,4,5,1,2,4,70000,14,R,"32,21,19,40"
S,Residential Land,Gurgaon,Sector 67 Gurgaon,1,1,,0,,0,1,0,,4,52000000,155223,R,"5,23,24"
S,Residential Apartment,Gurgaon,Sector 110 Gurgaon,1,1,5,5,3,4,3,6,4,15,43000000,11082,R,"17,2,20,21,24,46,47,29,1,6,9,40,41,42,12,26,3,102"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,3,3,2,4,5,6,1,4,18000000,14400,R,"32,21,39,29,19,40"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,3,3,2,4,5,6,2,4,17400000,13875,R,"32,21,39,29,19,40"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,3,3,2,4,5,6,3,4,17300000,13840,R,"32,21,39,29,19,40"
S,Independent/Builder Floor,Gurgaon,Sector 50 Gurgaon,1,1,4,4,2,4,6,6,4,4,32000000,12800,R,"5,32,23,24,29,19,25,26"
S,Independent/Builder Floor,Gurgaon,Sector 23 Gurgaon,1,1,3,3,2,4,5,6,3,4,17300000,13840,R,"32,21,39,29,19,40"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,3,3,2,4,5,6,2,4,20500000,8336,R,"32,21,39,29,19,40"
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,3,3,2,4,5,6,2,4,19500000,7959,R,"21,39,29,19,40"
S,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,1,3,4,4,0,2,3,2,2,21500000,68037,R,"17,5,8,20,44,23,45,24,46,47,39,19,6,9,40,41,42,43,25,26,101,102"
R,Residential Apartment,Gurgaon,DLF Phase 2,,0,3,4,3,2,3,2,8,12,110000,36,R,"32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,25,26,31,12,3,101,102"
S,Residential Land,Gurgaon,New Palam Vihar Phase 2,1,4,,0,,0,3,0,,4,70335000,45000,R,24
R,Independent/Builder Floor,Gurgaon,Sector 51 Gurgaon,,0,3,3,2,1,5,1,2,4,54000,22,R,"17,5,8,20,32,10,44,45,24,28,39,19,6,40,30,41,42,12,26,103"
R,Independent/Builder Floor,Gurgaon,Sector 46 Gurgaon,,0,1,1,2,1,5,1,G,4,30000,30,R,"17,5,8,20,32,10,21,44,45,24,28,39,19,6,40,30,41,42,26,103"
S,Residential Apartment,Gurgaon,Sector 45 Gurgaon,1,1,3,3,3,4,5,3,4,13,16500000,7857,R,"17,5,8,20,21,10,32,44,23,45,24,28,39,29,19,6,9,40,30,41,42,33,26,31,102,103"
R,Independent/Builder Floor,Gurgaon,South City 1,,0,3,3,2,1,5,6,1,4,80000,61,R,"17,5,8,20,32,10,21,44,23,45,24,39,28,19,1,6,9,40,30,41,42,12,26,3,103"
S,Residential Land,Gurgaon,Sector 65 Gurgaon,1,1,,0,,0,1,0,,4,115000000,230000,R,"5,23,24,26"
S,Residential Land,Gurgaon,New Palam Vihar,1,1,,0,,0,5,0,,4,20000000,40000,R,
S,Independent/Builder Floor,Gurgaon,Sector 67A Gurgaon,1,1,4,4,2,4,1,6,1,3,43500000,19772,R,"5,8,20,32,10,21,44,23,45,24,46,29,19,1,6,9,40,30,12,25,26,3"
R,Residential Apartment,Gurgaon,Sector 31 Gurgaon,,0,5,6,4,1,5,2,4,18,115000,32,R,"32,10,17,5,8,21,44,23,45,24,47,29,30,39,19,1,6,9,40,25,26,31,33,12,3,101,103"
S,Residential Land,Gurgaon,Sohna,1,1,,0,,0,5,0,,2,12500000,12500000,R,"23,24,26"
S,Residential Land,Gurgaon,Sohna,1,1,,0,,0,5,0,,2,30000000,30000000,R,"5,23,24,26"
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,3,3,3,4,3,1,7,13,17000000,8095,R,"32,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,42,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sohna,1,1,2,2,3,4,3,1,4,14,10000000,7017,P,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,4,4,4,4,3,1,8,17,130000000,36312,R,"2,20,21,44,45,46,47,29,1,6,30,33,12,25,26,3,31,101,102"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,3,3,3,4,3,1,8,17,62500000,31250,R,"2,20,21,44,45,46,47,29,1,6,30,33,12,25,26,3,31,101,102"
S,Residential Apartment,Gurgaon,Sector 109 Gurgaon,1,1,3,4,4,4,5,1,6,27,20700000,9627,R,"17,2,5,20,21,44,23,45,24,46,47,29,19,1,6,30,33,12,25,26,3,31,101,102"
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,3,4,4,2,5,1,2,25,19800000,10195,R,"17,2,5,20,21,44,23,45,24,46,47,29,19,1,6,30,33,12,25,26,3,31,101,102"
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,3,2,2,2,5,5,20,35,14900000,10727,R,"17,2,5,20,21,44,23,45,24,46,47,29,19,1,6,30,33,12,25,26,3,31,101,102"
S,Residential Apartment,Gurgaon,Sector 109 Gurgaon,1,1,3,4,3,4,5,2,33,34,22800000,10883,R,"17,2,5,20,21,44,23,45,24,46,47,29,19,1,6,30,33,12,25,26,3,31,101,102"
R,Residential Apartment,Gurgaon,Sector 37D Gurgaon,,0,3,3,4,4,3,1,7,23,33500,18,R,"5,17,20,21,23,24,6,19,101,102,103"
R,Residential Apartment,Gurgaon,Sector 37D Gurgaon,,0,3,3,4,1,5,1,3,22,33000,18,R,"5,17,20,21,23,6,19,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 36 Sohna,1,1,3,2,3,0,1,5,4,4,8800000,7857,R,"17,5,8,47,28,29,19,1,6,40,43,12,26,3"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,4,5,2,4,7,2,10,17,118000000,30017,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,4,5,2,4,7,2,15,17,116000000,29509,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,6,6,4,4,7,2,17,17,316000000,28727,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,4,6,3,4,7,2,16,17,125000000,32894,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,3,3,2,4,7,2,6,17,66500000,25122,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,4,5,3,4,7,2,8,16,126000000,27302,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,3,3,2,4,8,2,14,16,63000000,24705,R,"17,8,21,10,32,44,23,45,24,46,47,39,29,19,1,6,40,30,41,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,4,4,2,4,8,2,10,17,125000000,27085,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,6,7,3,4,7,2,17,17,318000000,28909,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,5,6,3,4,7,2,17,17,215500000,30785,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,4,5,2,4,6,2,12,17,127000000,27518,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,6,7,3,4,7,2,17,17,325000000,29545,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,5,6,3,4,8,2,17,17,214000000,30571,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,6,7,4,4,5,2,45,45,215000000,30714,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,4,4,2,4,6,2,24,45,130000000,28169,R,"10,32,17,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,3,3,2,4,8,2,20,45,65500000,23079,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,3,3,2,4,5,2,25,45,64500000,23500,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,30,39,19,1,6,9,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,3,3,2,4,5,1,28,45,61000000,32637,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,25,26,31,33,12,3,101,102,103"
